"ODD";"INDICATEUR_DEVDUR";"UNIT_MEASURE";"UNIT_MULT";"OBS_STATUS";"GEO";"GEO_OBJECT";"DEVDUR_COMPOSITE";"SEX";"AGE";"EMPSTA";"PCS";"TYPE_INDICATEUR_DEVDUR";"TIME_PERIOD";"OBS_VALUE"
"ODD2";"2.i2c";"PT";"0";"A";"F";"FRANCE";"_Z";"_T";"_Z";"_Z";"3";"I_ODD";2017;11.5
"ODD3";"3.i8";"PT";"0";"L";"FM";"FRANCE";"_Z";"M";"Y55T64";"_T";"_Z";"I_ODD";2023;
"ODD10";"10.i4";"PT";"0";"A";"F";"FRANCE";"_Z";"F";"Y_GE15";"_Z";"_Z";"I_ODD";2018;78.9
"ODD3";"3.i8";"PT";"0";"L";"FM";"FRANCE";"_Z";"F";"Y25T34";"_T";"_Z";"I_ODD";2012;
"ODD2";"2.i1";"PT";"0";"A";"FM";"FRANCE";"_Z";"_T";"_T";"_Z";"_Z";"I_ODD";2016;7.4
"ODD3";"3.i2";"_Z";"0";"E";"F";"FRANCE";"_Z";"F_cis";"_T";"_Z";"_Z";"I_ODD";2010;1989
"ODD3";"3.i6";"_Z";"0";"A";"FM";"FRANCE";"_Z";"_T";"Y25T44";"_Z";"_Z";"I_ODD";2011;1272
"ODD2";"2.i2c";"PT";"0";"L";"F";"FRANCE";"_Z";"_T";"_Z";"_Z";"4";"I_ODD";2019;
"ODD2";"2.i2e";"PT";"0";"L";"F";"FRANCE";"_Z";"_T";"_Z";"_Z";"1_2";"I_ODD";2015;
"ODD3";"3.i6";"_Z";"0";"A";"FM";"FRANCE";"_Z";"_T";"Y14T17";"_Z";"_Z";"I_ODD";2017;101
"ODD3";"3.i6";"_Z";"0";"A";"FM";"FRANCE";"_Z";"_T";"Y65T74";"_Z";"_Z";"I_ODD";2023;370
"ODD3";"3.i6";"_Z";"0";"A";"FM";"FRANCE";"_Z";"_T";"Y65T74";"_Z";"_Z";"I_ODD";2011;280
"ODD10";"10.i4";"PT";"0";"L";"F";"FRANCE";"_Z";"M";"Y_GE15";"_Z";"_Z";"I_ODD";2020;
"ODD8";"8.i6";"PT";"0";"L";"FM";"FRANCE";"_Z";"F";"_Z";"_Z";"_Z";"I_ODD";2021;
"ODD4";"4.i3";"PT";"0";"A";"F";"FRANCE";"NUM_COMP3";"_T";"Y16T74";"_Z";"_Z";"I_ODD";2015;27
"ODD4";"4.i1d";"PT";"0";"L";"F";"FRANCE";"SESC4";"_T";"Y15";"_Z";"_Z";"I_ODD";2014;
"ODD9";"9.i6c";"XDC";"6";"A";"F";"FRANCE";"OBJ_SOCECO8";"_Z";"_Z";"_Z";"_Z";"I_ODD";2022;376.9
"ODD4";"4.i2";"PT";"0";"L";"FM";"FRANCE";"_Z";"F";"Y18T64";"_Z";"_Z";"I_ODD";2018;
"ODD8";"8.i8";"PT";"0";"A";"F";"FRANCE";"EMP_AIDE3";"_T";"Y_LT26";"_Z";"_Z";"I_ODD";2023;0.4
"ODD3";"3.i8";"PT";"0";"L";"FM";"FRANCE";"_Z";"M";"Y25T34";"_T";"_Z";"I_ODD";2013;
"ODD3";"3.i2";"_Z";"0";"E";"F";"FRANCE";"CONTAMIN_MOD3";"_T";"_T";"_Z";"_Z";"I_ODD";2019;124
"ODD3";"3.i8";"PT";"0";"A";"FM";"FRANCE";"_Z";"M";"Y35T44";"_T";"_Z";"I_ODD";2018;36.7
"ODD3";"3.i6";"_Z";"0";"A";"FM";"FRANCE";"ROUTE_TYP3";"_T";"_T";"_Z";"_Z";"I_ODD";2017;1010
"ODD3";"3.i8";"PT";"0";"L";"FM";"FRANCE";"_Z";"M";"Y45T54";"_T";"_Z";"I_ODD";2024;
"ODD2";"2.i2e";"PT";"0";"L";"F";"FRANCE";"_Z";"_T";"_Z";"_Z";"6";"I_ODD";2017;
"ODD10";"10.i3b";"_Z";"0";"L";"F_X_D976";"FRANCE";"_Z";"_T";"_T";"_Z";"_Z";"I_ODD";2020;
"ODD3";"3.i8";"PT";"0";"L";"FM";"FRANCE";"_Z";"M";"Y25T34";"_T";"_Z";"I_ODD";2012;
"ODD8";"8.i5";"HW";"6";"L";"F";"FRANCE";"02.40";"_T";"_Z";"_Z";"_T";"I_ODD";2021;
"ODD17";"17.i2b";"_Z";"0";"A";"F";"FRANCE";"APD_CAD151";"_Z";"_Z";"_Z";"_Z";"I_ODD";2020;1208.7
"ODD1";"1.i1b";"PT";"0";"L";"FM";"FRANCE";"NIVIEMED_S50";"_T";"Y_GE75";"_T";"_T";"I_ODD";2024;
"ODD9";"9.i6a";"XDC";"6";"A";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2012;15134.9
"ODD1";"1.i1a";"PT";"0";"B";"FM";"FRANCE";"NIVIEMED_S60";"_T";"Y40T49";"_T";"_T";"I_ODD";2012;13.7
"ODD2";"2.i2f";"PT";"0";"L";"F";"FRANCE";"_Z";"_T";"_Z";"_Z";"_T";"I_ODD";2018;
"ODD3";"3.i8";"PT";"0";"L";"FM";"FRANCE";"_Z";"F";"Y45T54";"_T";"_Z";"I_ODD";2024;
"ODD2";"2.i2e";"PT";"0";"A";"F";"FRANCE";"_Z";"_T";"_Z";"_Z";"_T";"I_ODD";2013;11.9
"ODD10";"10.i3a";"_Z";"0";"R";"F_X_D976";"FRANCE";"_Z";"_T";"_T";"_Z";"_Z";"I_ODD";2010;0.661
"ODD2";"2.i2b";"PT";"0";"L";"FM";"FRANCE";"_Z";"F";"Y_GE15";"_Z";"_Z";"I_ODD";2015;
"ODD2";"2.i2d";"PT";"0";"L";"F";"FRANCE";"_Z";"_T";"_Z";"_Z";"_T";"I_ODD";2020;
"ODD3";"3.i8";"PT";"0";"L";"FM";"FRANCE";"_Z";"M";"Y25T34";"_T";"_Z";"I_ODD";2011;
"ODD2";"2.i2c";"PT";"0";"L";"F";"FRANCE";"_Z";"_T";"_Z";"_Z";"_T";"I_ODD";2018;
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"Y40T49";"_T";"_T";"I_ODD";2014;13.7
"ODD4";"4.i2";"PT";"0";"L";"FM";"FRANCE";"_Z";"_T";"Y18T64";"_Z";"_Z";"I_ODD";2024;
"ODD3";"3.i5";"PT";"0";"A";"FM";"FRANCE";"ALCOOL_CONS5";"_T";"Y18T75";"_Z";"_Z";"I_ODD";2010;3
"ODD4";"4.i2";"PT";"0";"L";"FM";"FRANCE";"_Z";"M";"Y18T64";"_Z";"_Z";"I_ODD";2021;
"ODD8";"8.i3";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y_GE50";"_Z";"_Z";"I_ODD";2023;4.4
"ODD1";"1.i1b";"PT";"0";"L";"FM";"FRANCE";"NIVIEMED_S50";"_T";"_T";"11";"_T";"I_ODD";2024;
"ODD3";"3.i8";"PT";"0";"L";"FM";"FRANCE";"_Z";"M";"Y18T24";"_T";"_Z";"I_ODD";2013;
"ODD13";"13.i4a";"TCO2E";"6";"E";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2012;442
"ODD2";"2.i2e";"PT";"0";"L";"F";"FRANCE";"_Z";"_T";"_Z";"_Z";"5";"I_ODD";2024;
"ODD10";"10.i5";"PT";"0";"A";"F";"FRANCE";"_Z";"M";"Y_GE15";"_Z";"_Z";"I_ODD";2012;77.5
"ODD3";"3.i2";"_Z";"0";"E";"F";"FRANCE";"_Z";"F_cis";"_T";"_Z";"_Z";"I_ODD";2018;2035
"ODD5";"5.i5b";"PT";"0";"A";"F_X_D976";"FRANCE";"FPH";"F";"_T";"_Z";"_Z";"I_ODD";2016;47
"ODD5";"5.i3a";"_Z";"0";"A";"FM";"FRANCE";"_Z";"_T";"Y18T75";"_Z";"_Z";"I_ODD";2011;427000
"ODD2";"2.i2a";"PT";"0";"L";"FM";"FRANCE";"_Z";"F";"Y_GE15";"_Z";"_Z";"I_ODD";2021;
"ODD2";"2.i2d";"PT";"0";"A";"F";"FRANCE";"_Z";"_T";"_Z";"_Z";"_T";"I_ODD";2017;5.2
"ODD3";"3.i8";"PT";"0";"A";"FM";"FRANCE";"_Z";"F";"Y35T44";"_T";"_Z";"I_ODD";2017;28.4
"ODD3";"3.i7b";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S20";"_T";"Y_GE16";"_Z";"_Z";"I_ODD";2013;10.4
"ODD3";"3.i8";"PT";"0";"L";"FM";"FRANCE";"_T";"_T";"Y18T64";"2";"_Z";"I_ODD";2022;
"ODD3";"3.i5";"PT";"0";"L";"FM";"FRANCE";"ALCOOL_CONS3";"_T";"Y18T75";"_Z";"_Z";"I_ODD";2024;
"ODD4";"4.i1c";"PT";"0";"L";"F";"FRANCE";"_Z";"M";"Y15";"_Z";"_Z";"I_ODD";2017;
"ODD9";"9.i6c";"XDC";"6";"A";"F";"FRANCE";"OBJ_SOCECO6";"_Z";"_Z";"_Z";"_Z";"I_ODD";2020;281.3
"ODD4";"4.i1d";"PT";"0";"L";"F";"FRANCE";"SESC3";"_T";"Y15";"_Z";"_Z";"I_ODD";2024;
"ODD7";"7.i1";"PT";"0";"A";"FM";"FRANCE";"_Z";"_T";"_T";"_Z";"_Z";"I_ODD";2010;5.8
"ODD3";"3.i8";"PT";"0";"A";"FM";"FRANCE";"_Z";"M";"Y25T34";"_T";"_Z";"I_ODD";2016;41.4
"ODD3";"3.i5";"PT";"0";"L";"FM";"FRANCE";"ALCOOL_CONS4";"_T";"Y18T75";"_Z";"_Z";"I_ODD";2016;
"ODD13";"13.i4a";"TCO2E";"6";"E";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2022;377
"ODD3";"3.i8";"PT";"0";"A";"FM";"FRANCE";"_Z";"M";"Y18T75";"_T";"_Z";"I_ODD";2021;27.8
"ODD5";"5.i1";"PT";"0";"P";"F_X_D976";"FRANCE";"_Z";"F";"_T";"_Z";"_Z";"I_ODD";2021;14.7
"ODD10";"10.i2d";"_Z";"0";"A";"FM";"FRANCE";"_Z";"_T";"_T";"_Z";"_Z";"I_ODD";2017;3.41
"ODD5";"5.i5b";"PT";"0";"B";"F_X_D976";"FRANCE";"FPE";"F";"_T";"_Z";"_Z";"I_ODD";2016;32
"ODD3";"3.i2";"_Z";"0";"E";"F";"FRANCE";"CONTAMIN_MOD2";"_T";"_T";"_Z";"_Z";"I_ODD";2011;3404
"ODD3";"3.i6";"_Z";"0";"A";"FM";"FRANCE";"_Z";"_T";"Y45T64";"_Z";"_Z";"I_ODD";2016;796
"ODD1";"1.i1a";"PT";"0";"B";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"11";"_T";"I_ODD";2021;6.3
"ODD10";"10.i1";"PT";"0";"L";"FM";"FRANCE";"NIVIEMED_S40";"_T";"_T";"_Z";"_Z";"I_ODD";2023;
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"Y65T74";"_T";"_T";"I_ODD";2020;8.7
"ODD4";"4.i1c";"PT";"0";"A";"F";"FRANCE";"SESC4";"_T";"Y15";"_Z";"_Z";"I_ODD";2018;92.9
"ODD2";"2.i2f";"PT";"0";"A";"F";"FRANCE";"_Z";"_T";"_Z";"_Z";"_T";"I_ODD";2013;3.5
"ODD3";"3.i8";"PT";"0";"L";"FM";"FRANCE";"_Z";"F";"Y35T44";"_T";"_Z";"I_ODD";2012;
"ODD3";"3.i7b";"PT";"0";"B";"FM";"FRANCE";"NIVIEMED_S20";"_T";"Y_GE16";"_Z";"_Z";"I_ODD";2020;9.7
"ODD3";"3.i3";"P100000";"0";"A";"F";"FRANCE";"_Z";"F";"_Z";"_Z";"_Z";"I_ODD";2012;7.4
"ODD2";"2.i2f";"PT";"0";"L";"F";"FRANCE";"_Z";"_T";"_Z";"_Z";"3";"I_ODD";2016;
"ODD3";"3.i8";"PT";"0";"L";"FM";"FRANCE";"_Z";"F";"Y25T34";"_T";"_Z";"I_ODD";2015;
"ODD2";"2.i2c";"PT";"0";"L";"F";"FRANCE";"_Z";"_T";"_Z";"_Z";"5";"I_ODD";2023;
"ODD10";"10.i4";"PT";"0";"A";"F";"FRANCE";"_Z";"F";"Y_GE15";"_Z";"_Z";"I_ODD";2010;60.9
"ODD3";"3.i7a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S20";"_T";"Y_GE16";"_Z";"_Z";"I_ODD";2019;2
"ODD9";"9.i6b";"XDC";"6";"A";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2021;14754.7
"ODD9";"9.i6c";"XDC";"6";"A";"F";"FRANCE";"OBJ_SOCECO1";"_Z";"_Z";"_Z";"_Z";"I_ODD";2022;981.8
"ODD8";"8.i3";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y15T24";"_Z";"_Z";"I_ODD";2010;13
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"11";"_T";"I_ODD";2014;6.3
"ODD1";"1.i1b";"PT";"0";"L";"FM";"FRANCE";"NIVIEMED_S50";"_T";"Y50T64";"_T";"_T";"I_ODD";2023;
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"Y40T49";"_T";"_T";"I_ODD";2011;13.3
"ODD5";"5.i5b";"PT";"0";"B";"F_X_D976";"FRANCE";"FPE";"F";"_T";"_Z";"_Z";"I_ODD";2021;37
"ODD10";"10.i4";"PT";"0";"A";"F";"FRANCE";"_Z";"F";"Y_GE15";"_Z";"_Z";"I_ODD";2021;84.6
"ODD10";"10.i5";"PT";"0";"A";"F";"FRANCE";"_Z";"_T";"Y_GE75";"_Z";"_Z";"I_ODD";2016;24.3
"ODD5";"5.i2";"PT";"0";"A";"F";"FRANCE";"SC_DISC2";"F";"_T";"_Z";"_Z";"I_ODD";2012;39.2
"ODD1";"1.i5";"_Z";"0";"A";"FM";"FRANCE";"_Z";"_T";"_T";"_Z";"_Z";"I_ODD";2022;113081
"ODD1";"1.i4";"PT";"0";"L";"FM";"FRANCE";"REV_Q4";"_T";"_T";"_Z";"_Z";"I_ODD";2021;
"ODD10";"10.i5";"PT";"0";"A";"F";"FRANCE";"_Z";"M";"Y_GE15";"_Z";"_Z";"I_ODD";2017;82.2
"ODD10";"10.i5";"PT";"0";"A";"F";"FRANCE";"_Z";"M";"Y_GE15";"_Z";"_Z";"I_ODD";2024;89.3
"ODD2";"2.i2e";"PT";"0";"L";"F";"FRANCE";"_Z";"_T";"_Z";"_Z";"5";"I_ODD";2022;
"ODD10";"10.i4";"PT";"0";"A";"F";"FRANCE";"_Z";"M";"Y_GE15";"_Z";"_Z";"I_ODD";2024;89.4
"ODD1";"1.i4";"PT";"0";"L";"FM";"FRANCE";"REV_Q2";"_T";"_T";"_Z";"_Z";"I_ODD";2023;
"ODD5";"5.i5b";"PT";"0";"A";"F_X_D976";"FRANCE";"FPE";"F";"_T";"_Z";"_Z";"I_ODD";2020;37
"ODD3";"3.i2";"_Z";"0";"E";"F";"FRANCE";"_Z";"_T";"_T";"_Z";"_Z";"I_ODD";2013;6487
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"Y40T49";"_T";"_T";"I_ODD";2015;13.7
"ODD1";"1.i1b";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S50";"_T";"_T";"11";"_T";"I_ODD";2011;3.4
"ODD4";"4.i1c";"PT";"0";"L";"F";"FRANCE";"_Z";"F";"Y15";"_Z";"_Z";"I_ODD";2013;
"ODD1";"1.i1a";"PT";"0";"B";"FM";"FRANCE";"NIVIEMED_S60";"_T";"Y65T74";"_T";"_T";"I_ODD";2012;5.4
"ODD4";"4.i3";"PT";"0";"L";"F";"FRANCE";"NUM_COMP3";"_T";"Y16T74";"_Z";"_Z";"I_ODD";2020;
"ODD8";"8.i5";"HW";"6";"A";"F";"FRANCE";"43.91A";"_T";"_Z";"_Z";"_T";"I_ODD";2013;74
"ODD4";"4.i2";"PT";"0";"L";"FM";"FRANCE";"_Z";"F";"Y18T64";"_Z";"_Z";"I_ODD";2019;
"ODD3";"3.i5";"PT";"0";"A";"FM";"FRANCE";"ALCOOL_CONS3";"_T";"Y18T75";"_Z";"_Z";"I_ODD";2014;38.5
"ODD3";"3.i8";"PT";"0";"A";"FM";"FRANCE";"_Z";"M";"Y35T44";"_T";"_Z";"I_ODD";2021;35.3
"ODD1";"1.i4";"PT";"0";"L";"FM";"FRANCE";"REV_Q3";"_T";"_T";"_Z";"_Z";"I_ODD";2016;
"ODD5";"5.i2";"PT";"0";"A";"F";"FRANCE";"SC_DISC2";"F";"_T";"_Z";"_Z";"I_ODD";2023;44.1
"ODD3";"3.i6";"_Z";"0";"A";"FM";"FRANCE";"_Z";"_T";"Y_LT14";"_Z";"_Z";"I_ODD";2014;112
"ODD3";"3.i8";"PT";"0";"A";"FM";"FRANCE";"_T";"_T";"Y18T64";"1";"_Z";"I_ODD";2016;30.8
"ODD4";"4.i2";"PT";"0";"L";"FM";"FRANCE";"_Z";"M";"Y18T64";"_Z";"_Z";"I_ODD";2018;
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"Y65T74";"_T";"_T";"I_ODD";2014;5.6
"ODD1";"1.i1b";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S50";"_T";"_T";"11";"_T";"I_ODD";2017;3.8
"ODD8";"8.i3";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"M";"Y_GE15";"_Z";"_Z";"I_ODD";2019;3.2
"ODD8";"8.i8";"PT";"0";"R";"F";"FRANCE";"EMP_AIDE1";"_T";"Y_LT26";"_Z";"_Z";"I_ODD";2021;26.8
"ODD5";"5.i4b";"PT";"0";"A";"FM";"FRANCE";"_Z";"F";"Y18T75";"_Z";"_Z";"I_ODD";2018;77
"ODD3";"3.i2";"_Z";"0";"L";"F";"FRANCE";"CONTAMIN_MOD3";"_T";"_T";"_Z";"_Z";"I_ODD";2024;
"ODD10";"10.i5";"PT";"0";"A";"F";"FRANCE";"_Z";"_T";"Y30T44";"_Z";"_Z";"I_ODD";2010;86.9
"ODD2";"2.i2b";"PT";"0";"L";"FM";"FRANCE";"_Z";"M";"Y_GE15";"_Z";"_Z";"I_ODD";2016;
"ODD3";"3.i6";"_Z";"0";"A";"FM";"FRANCE";"_Z";"_T";"Y18T24";"_Z";"_Z";"I_ODD";2015;619
"ODD3";"3.i6";"_Z";"0";"A";"FM";"FRANCE";"ROUTE_TYP1";"_T";"_T";"_Z";"_Z";"I_ODD";2013;261
"ODD2";"2.i2f";"PT";"0";"L";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"6";"I_ODD";2016;
"ODD3";"3.i8";"PT";"0";"L";"FM";"FRANCE";"_Z";"F";"Y35T44";"_T";"_Z";"I_ODD";2024;
"ODD2";"2.i2f";"PT";"0";"A";"F";"FRANCE";"_Z";"_T";"_Z";"_Z";"5";"I_ODD";2013;4.8
"ODD1";"1.i1b";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S50";"_T";"Y65T74";"_T";"_T";"I_ODD";2015;2.2
"ODD1";"1.i1a";"PT";"0";"L";"FM";"FRANCE";"NIVIEMED_S60";"_T";"_T";"12";"_T";"I_ODD";2024;
"ODD8";"8.i3";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y_GE50";"_Z";"_Z";"I_ODD";2022;4.5
"ODD3";"3.i5";"PT";"0";"L";"FM";"FRANCE";"ALCOOL_CONS5";"_T";"Y18T75";"_Z";"_Z";"I_ODD";2021;
"ODD4";"4.i2";"PT";"0";"L";"FM";"FRANCE";"_Z";"M";"Y18T64";"_Z";"_Z";"I_ODD";2010;
"ODD8";"8.i5";"HW";"6";"L";"F";"FRANCE";"93.12";"_T";"_Z";"_Z";"_T";"I_ODD";2023;
"ODD9";"9.i4";"FT";"0";"A";"F";"FRANCE";"_Z";"_Z";"_Z";"_Z";"_Z";"I_ODD";2013;416687
"ODD1";"1.i1b";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S50";"_T";"_T";"12";"_T";"I_ODD";2010;11.7
"ODD10";"10.i3b";"_Z";"0";"L";"F_X_D976";"FRANCE";"_Z";"_T";"_T";"_Z";"_Z";"I_ODD";2011;
"ODD3";"3.i8";"PT";"0";"L";"FM";"FRANCE";"_T";"_T";"Y18T64";"1";"_Z";"I_ODD";2015;
"ODD10";"10.i5";"PT";"0";"A";"F";"FRANCE";"_Z";"_T";"Y30T44";"_Z";"_Z";"I_ODD";2018;95.9
"ODD5";"5.i1";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"F";"_T";"_Z";"_Z";"I_ODD";2018;16.7
"ODD10";"10.i5";"PT";"0";"A";"F";"FRANCE";"_Z";"M";"Y_GE15";"_Z";"_Z";"I_ODD";2023;87.4
"ODD10";"10.i5";"PT";"0";"A";"F";"FRANCE";"_Z";"_T";"Y45T59";"_Z";"_Z";"I_ODD";2019;90.4
"ODD8";"8.i3";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"Y_GE50";"_Z";"_Z";"I_ODD";2014;6.4
"ODD8";"8.i5";"HW";"6";"A";"F";"FRANCE";"49.42";"_T";"_Z";"_Z";"_T";"I_ODD";2019;63
"ODD9";"9.i6c";"XDC";"6";"A";"F";"FRANCE";"OBJ_SOCECO8";"_Z";"_Z";"_Z";"_Z";"I_ODD";2021;304.1
"ODD9";"9.i6c";"XDC";"6";"A";"F";"FRANCE";"OBJ_SOCECO7";"_Z";"_Z";"_Z";"_Z";"I_ODD";2019;162.9
"ODD4";"4.i1b";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"_T";"_Z";"_Z";"_Z";"I_ODD";2023;36
"ODD17";"17.i2b";"_Z";"0";"L";"F";"FRANCE";"APD_CAD120-130";"_Z";"_Z";"_Z";"_Z";"I_ODD";2024;
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"Y40T49";"_T";"_T";"I_ODD";2010;12.6
"ODD9";"9.i6c";"XDC";"6";"A";"F";"FRANCE";"OBJ_SOCECO6";"_Z";"_Z";"_Z";"_Z";"I_ODD";2010;420
"ODD9";"9.i6c";"XDC";"6";"A";"F";"FRANCE";"OBJ_SOCECO4";"_Z";"_Z";"_Z";"_Z";"I_ODD";2023;703.4
"ODD8";"8.i8";"PT";"0";"L";"F";"FRANCE";"EMP_AIDE5";"_T";"Y_LT26";"_Z";"_Z";"I_ODD";2010;
"ODD2";"2.i2a";"PT";"0";"L";"FM";"FRANCE";"_Z";"_T";"Y_GE15";"_Z";"_Z";"I_ODD";2018;
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"Y50T64";"_T";"_T";"I_ODD";2016;11.3
"ODD2";"2.i2c";"PT";"0";"L";"F";"FRANCE";"_Z";"_T";"_Z";"_Z";"5";"I_ODD";2018;
"ODD2";"2.i2e";"PT";"0";"L";"F";"FRANCE";"_Z";"_T";"_Z";"_Z";"4";"I_ODD";2019;
"ODD2";"2.i1";"PT";"0";"A";"FM";"FRANCE";"_Z";"_T";"_T";"_Z";"_Z";"I_ODD";2010;6.9
"ODD3";"3.i6";"_Z";"0";"A";"FM";"FRANCE";"_Z";"_T";"Y45T64";"_Z";"_Z";"I_ODD";2011;847
"ODD2";"2.i2b";"PT";"0";"L";"FM";"FRANCE";"_Z";"F";"Y_GE15";"_Z";"_Z";"I_ODD";2018;
"ODD10";"10.i5";"PT";"0";"A";"F";"FRANCE";"_Z";"_T";"Y15T29";"_Z";"_Z";"I_ODD";2012;97.7
"ODD3";"3.i8";"PT";"0";"L";"FM";"FRANCE";"_T";"_T";"Y18T64";"32";"_Z";"I_ODD";2012;
"ODD10";"10.i5";"PT";"0";"A";"F";"FRANCE";"_Z";"_T";"Y30T44";"_Z";"_Z";"I_ODD";2013;92.1
"ODD2";"2.i2f";"PT";"0";"L";"F";"FRANCE";"_Z";"_T";"_Z";"_Z";"3";"I_ODD";2021;
"ODD3";"3.i8";"PT";"0";"A";"FM";"FRANCE";"_T";"_T";"Y18T64";"1";"_Z";"I_ODD";2018;28
"ODD2";"2.i1";"PT";"0";"A";"FM";"FRANCE";"_Z";"_T";"_T";"_Z";"_Z";"I_ODD";2017;7.2
"ODD3";"3.i8";"PT";"0";"L";"FM";"FRANCE";"_Z";"F";"Y45T54";"_T";"_Z";"I_ODD";2015;
"ODD8";"8.i8";"PT";"0";"R";"F";"FRANCE";"EMP_AIDE2";"_T";"Y_LT26";"_Z";"_Z";"I_ODD";2016;6
"ODD8";"8.i5";"HW";"6";"A";"F";"FRANCE";"49.42";"_T";"_Z";"_Z";"_T";"I_ODD";2013;65
"ODD10";"10.i1";"PT";"0";"B";"FM";"FRANCE";"NIVIEMED_S40";"_T";"_T";"_Z";"_Z";"I_ODD";2012;22
"ODD1";"1.i1b";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S50";"_T";"_T";"12";"_T";"I_ODD";2017;12.1
"ODD8";"8.i5";"HW";"6";"L";"F";"FRANCE";"43.91A";"_T";"_Z";"_Z";"_T";"I_ODD";2011;
"ODD8";"8.i5";"HW";"6";"A";"F";"FRANCE";"93.19";"_T";"_Z";"_Z";"_T";"I_ODD";2014;78
"ODD5";"5.i3b";"PT";"0";"A";"FM";"FRANCE";"_Z";"F";"Y18T75";"_Z";"_Z";"I_ODD";2017;72
"ODD5";"5.i5a";"PT";"0";"A";"F";"FRANCE";"_Z";"F";"_T";"_Z";"_Z";"I_ODD";2014;22.5
"ODD5";"5.i5b";"PT";"0";"A";"F_X_D976";"FRANCE";"FPH";"F";"_T";"_Z";"_Z";"I_ODD";2010;44
"ODD3";"3.i8";"PT";"0";"L";"FM";"FRANCE";"_Z";"M";"Y65T75";"_T";"_Z";"I_ODD";2013;
"ODD3";"3.i3";"P100000";"0";"A";"F";"FRANCE";"_Z";"F";"_Z";"_Z";"_Z";"I_ODD";2015;6.3
"ODD10";"10.i4";"PT";"0";"A";"F";"FRANCE";"_Z";"M";"Y_GE15";"_Z";"_Z";"I_ODD";2011;73.8
"ODD5";"5.i5b";"PT";"0";"A";"F_X_D976";"FRANCE";"FPH";"F";"_T";"_Z";"_Z";"I_ODD";2015;47
"ODD3";"3.i6";"_Z";"0";"A";"FM";"FRANCE";"_Z";"_T";"Y18T24";"_Z";"_Z";"I_ODD";2019;549
"ODD3";"3.i8";"PT";"0";"L";"FM";"FRANCE";"_Z";"M";"Y35T44";"_T";"_Z";"I_ODD";2024;
"ODD8";"8.i5";"HW";"6";"A";"F";"FRANCE";"93.12";"_T";"_Z";"_Z";"_T";"I_ODD";2014;69
"ODD17";"17.i2b";"_Z";"0";"A";"F";"FRANCE";"APD_CAD151";"_Z";"_Z";"_Z";"_Z";"I_ODD";2021;824.9
"ODD8";"8.i3";"PT";"0";"A";"F_X_D976";"FRANCE";"_Z";"F";"Y_GE15";"_Z";"_Z";"I_ODD";2019;8.6
"ODD1";"1.i1a";"PT";"0";"A";"FM";"FRANCE";"NIVIEMED_S60";"_T";"Y65T74";"_T";"_T";"I_ODD";2019;8.9
"ODD8";"8.i5";"HW";"6";"L";"F";"FRANCE";"49.42";"_T";"_Z";"_Z";"_T";"I_ODD";2010;
"ODD2";"2.i2a";"PT";"0";"A";"FM";"FRANCE";"_Z";"F";"Y_GE15";"_Z";"_Z";"I_ODD";2014;25
"ODD10";"10.i5";"PT";"0";"A";"F";"FRANCE";"_Z";"_T";"Y_GE75";"_Z";"_Z";"I_ODD";2014;21.1
